Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,source_dataset,source_record_id,reaction_id,reaction_group_id,record_class,is_control,ligand_raw,ligand,ligand_is_blank,base_raw,base,base_is_blank,solvent_1_raw,solvent_1,solvent_normalization_note,aqueous_cosolvent,organic_to_water_volume_ratio,catalyst,catalyst_equiv,ligand_equiv_reported,base_equiv_reported,reactant_1_equiv,reactant_1_mmol,reactant_2_equiv,temperature_c,residence_time_min,pressure_bar,flow_rate_ml_min,injection_volume_per_component_ul,reaction_segment_interval_s,reaction_environment,yield_percent,yield_observed,zero_yield,yield_type,measurement_method,product_mass_ion_count,substrate_smiles,product_smiles
1007,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,DMF,7.08940603391516,8982.551178181528,perera_suzuki_miyaura_2018,1007,PERERA_SM_1007,PERERA_SM_1c_2a,main_matrix,False,Xantphos,Xantphos,False,K3PO4,K3PO4,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,7.08940603391516,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,8982.551178181528,not_reported,not_reported
1008,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,K3PO4,2.5,DMF,20.917749974372,45523.01085423281,perera_suzuki_miyaura_2018,1008,PERERA_SM_1008,PERERA_SM_1c_2a,main_matrix,False,None,NULL_COMPONENT,True,K3PO4,K3PO4,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,20.917749974372,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,45523.01085423281,not_reported,not_reported
1009,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,DMF,27.9622055828012,19469.376383108833,perera_suzuki_miyaura_2018,1009,PERERA_SM_1009,PERERA_SM_1c_2a,main_matrix,False,P(tBu)3,P(tBu)3,False,KOH,KOH,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,27.9622055828012,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,19469.376383108833,not_reported,not_reported
1010,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,DMF,83.9539768451087,146405.61917028503,perera_suzuki_miyaura_2018,1010,PERERA_SM_1010,PERERA_SM_1c_2a,main_matrix,False,P(Ph)3 ,P(Ph)3 ,False,KOH,KOH,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,83.9539768451087,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,146405.61917028503,not_reported,not_reported
1011,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,DMF,56.6497527312536,34049.722885632385,perera_suzuki_miyaura_2018,1011,PERERA_SM_1011,PERERA_SM_1c_2a,main_matrix,False,AmPhos,AmPhos,False,KOH,KOH,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,56.6497527312536,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,34049.722885632385,not_reported,not_reported
1012,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,DMF,74.2172962488379,129893.24799314057,perera_suzuki_miyaura_2018,1012,PERERA_SM_1012,PERERA_SM_1c_2a,main_matrix,False,P(Cy)3,P(Cy)3,False,KOH,KOH,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,74.2172962488379,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,129893.24799314057,not_reported,not_reported
1013,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,DMF,40.1087287963718,24367.160554334845,perera_suzuki_miyaura_2018,1013,PERERA_SM_1013,PERERA_SM_1c_2a,main_matrix,False,P(o-Tol)3,P(o-Tol)3,False,KOH,KOH,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,40.1087287963718,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,24367.160554334845,not_reported,not_reported
1014,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,DMF,64.5438718982218,97626.53775593966,perera_suzuki_miyaura_2018,1014,PERERA_SM_1014,PERERA_SM_1c_2a,main_matrix,False,CataCXium A,CataCXium A,False,KOH,KOH,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,64.5438718982218,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,97626.53775593966,not_reported,not_reported
1015,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,DMF,67.1643904286913,36791.86452271196,perera_suzuki_miyaura_2018,1015,PERERA_SM_1015,PERERA_SM_1c_2a,main_matrix,False,SPhos,SPhos,False,KOH,KOH,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,67.1643904286913,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,36791.86452271196,not_reported,not_reported
1016,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,DMF,48.6092693827022,79639.63164292712,perera_suzuki_miyaura_2018,1016,PERERA_SM_1016,PERERA_SM_1c_2a,main_matrix,False,dtbpf,dtbpf,False,KOH,KOH,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,48.6092693827022,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,79639.63164292712,not_reported,not_reported
1017,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,DMF,64.39250914538,36235.61004997918,perera_suzuki_miyaura_2018,1017,PERERA_SM_1017,PERERA_SM_1c_2a,main_matrix,False,XPhos,XPhos,False,KOH,KOH,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,64.39250914538,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,36235.61004997918,not_reported,not_reported
1018,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,DMF,62.4816607995947,82680.26809221649,perera_suzuki_miyaura_2018,1018,PERERA_SM_1018,PERERA_SM_1c_2a,main_matrix,False,dppf,dppf,False,KOH,KOH,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,62.4816607995947,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,82680.26809221649,not_reported,not_reported
1019,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,DMF,24.4153806316805,17172.367705276658,perera_suzuki_miyaura_2018,1019,PERERA_SM_1019,PERERA_SM_1c_2a,main_matrix,False,Xantphos,Xantphos,False,KOH,KOH,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,24.4153806316805,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,17172.367705276658,not_reported,not_reported
1020,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,KOH,2.5,DMF,26.0734007213043,53366.225400595875,perera_suzuki_miyaura_2018,1020,PERERA_SM_1020,PERERA_SM_1c_2a,main_matrix,False,None,NULL_COMPONENT,True,KOH,KOH,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,26.0734007213043,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,53366.225400595875,not_reported,not_reported
1021,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,DMF,52.5757458703708,35078.94944886366,perera_suzuki_miyaura_2018,1021,PERERA_SM_1021,PERERA_SM_1c_2a,main_matrix,False,P(tBu)3,P(tBu)3,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,52.5757458703708,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,35078.94944886366,not_reported,not_reported
1022,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,DMF,82.9642939198487,133134.45207884713,perera_suzuki_miyaura_2018,1022,PERERA_SM_1022,PERERA_SM_1c_2a,main_matrix,False,P(Ph)3 ,P(Ph)3 ,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,82.9642939198487,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,133134.45207884713,not_reported,not_reported
1023,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,DMF,56.07328117278,33543.71803791548,perera_suzuki_miyaura_2018,1023,PERERA_SM_1023,PERERA_SM_1c_2a,main_matrix,False,AmPhos,AmPhos,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,56.07328117278,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,33543.71803791548,not_reported,not_reported
1024,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,DMF,75.3635845832302,118322.44648723821,perera_suzuki_miyaura_2018,1024,PERERA_SM_1024,PERERA_SM_1c_2a,main_matrix,False,P(Cy)3,P(Cy)3,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,75.3635845832302,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,118322.44648723821,not_reported,not_reported
1025,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,DMF,37.3506814878029,22393.78559467723,perera_suzuki_miyaura_2018,1025,PERERA_SM_1025,PERERA_SM_1c_2a,main_matrix,False,P(o-Tol)3,P(o-Tol)3,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,37.3506814878029,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,22393.78559467723,not_reported,not_reported
1026,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,DMF,60.9434238483504,75695.42424123036,perera_suzuki_miyaura_2018,1026,PERERA_SM_1026,PERERA_SM_1c_2a,main_matrix,False,CataCXium A,CataCXium A,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,60.9434238483504,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,75695.42424123036,not_reported,not_reported
1027,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,DMF,68.7015095605056,37925.3823986372,perera_suzuki_miyaura_2018,1027,PERERA_SM_1027,PERERA_SM_1c_2a,main_matrix,False,SPhos,SPhos,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,68.7015095605056,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,37925.3823986372,not_reported,not_reported
1028,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,DMF,51.9343215040013,70970.69620076557,perera_suzuki_miyaura_2018,1028,PERERA_SM_1028,PERERA_SM_1c_2a,main_matrix,False,dtbpf,dtbpf,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,51.9343215040013,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,70970.69620076557,not_reported,not_reported
1029,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,DMF,66.9289625681925,37298.806967371034,perera_suzuki_miyaura_2018,1029,PERERA_SM_1029,PERERA_SM_1c_2a,main_matrix,False,XPhos,XPhos,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,66.9289625681925,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,37298.806967371034,not_reported,not_reported
1030,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,DMF,25.7225058779189,33499.133659176216,perera_suzuki_miyaura_2018,1030,PERERA_SM_1030,PERERA_SM_1c_2a,main_matrix,False,dppf,dppf,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,25.7225058779189,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,33499.133659176216,not_reported,not_reported
1031,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,DMF,20.1212940993627,15307.977407761613,perera_suzuki_miyaura_2018,1031,PERERA_SM_1031,PERERA_SM_1c_2a,main_matrix,False,Xantphos,Xantphos,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,20.1212940993627,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,15307.977407761613,not_reported,not_reported
1032,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,DMF,24.8452650814288,49267.140364996136,perera_suzuki_miyaura_2018,1032,PERERA_SM_1032,PERERA_SM_1c_2a,main_matrix,False,None,NULL_COMPONENT,True,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,24.8452650814288,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,49267.140364996136,not_reported,not_reported
1033,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,DMF,20.7434378656279,25924.08943858668,perera_suzuki_miyaura_2018,1033,PERERA_SM_1033,PERERA_SM_1c_2a,main_matrix,False,P(tBu)3,P(tBu)3,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,20.7434378656279,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,25924.08943858668,not_reported,not_reported
1034,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,DMF,60.1765986747185,95550.08498492892,perera_suzuki_miyaura_2018,1034,PERERA_SM_1034,PERERA_SM_1c_2a,main_matrix,False,P(Ph)3 ,P(Ph)3 ,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,60.1765986747185,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,95550.08498492892,not_reported,not_reported
1035,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,DMF,35.8824473094312,73200.0367066915,perera_suzuki_miyaura_2018,1035,PERERA_SM_1035,PERERA_SM_1c_2a,main_matrix,False,AmPhos,AmPhos,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,35.8824473094312,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,73200.0367066915,not_reported,not_reported
1036,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,DMF,34.247122938991,48517.37543041169,perera_suzuki_miyaura_2018,1036,PERERA_SM_1036,PERERA_SM_1c_2a,main_matrix,False,P(Cy)3,P(Cy)3,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,34.247122938991,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,48517.37543041169,not_reported,not_reported
1037,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,DMF,27.0998772262528,38497.24598151458,perera_suzuki_miyaura_2018,1037,PERERA_SM_1037,PERERA_SM_1c_2a,main_matrix,False,P(o-Tol)3,P(o-Tol)3,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,27.0998772262528,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,38497.24598151458,not_reported,not_reported
1038,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,DMF,43.0192330840722,47153.024136265056,perera_suzuki_miyaura_2018,1038,PERERA_SM_1038,PERERA_SM_1c_2a,main_matrix,False,CataCXium A,CataCXium A,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,43.0192330840722,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,47153.024136265056,not_reported,not_reported
1039,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,DMF,23.3258000694708,18049.553426327995,perera_suzuki_miyaura_2018,1039,PERERA_SM_1039,PERERA_SM_1c_2a,main_matrix,False,SPhos,SPhos,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,23.3258000694708,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,18049.553426327995,not_reported,not_reported
1040,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,DMF,30.2554172667768,21010.487411722883,perera_suzuki_miyaura_2018,1040,PERERA_SM_1040,PERERA_SM_1c_2a,main_matrix,False,dtbpf,dtbpf,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,30.2554172667768,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,21010.487411722883,not_reported,not_reported
1041,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,DMF,27.9060864761281,21916.5545550904,perera_suzuki_miyaura_2018,1041,PERERA_SM_1041,PERERA_SM_1c_2a,main_matrix,False,XPhos,XPhos,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,27.9060864761281,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,21916.5545550904,not_reported,not_reported
1042,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,DMF,30.6828657268812,18812.505727455537,perera_suzuki_miyaura_2018,1042,PERERA_SM_1042,PERERA_SM_1c_2a,main_matrix,False,dppf,dppf,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,30.6828657268812,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,18812.505727455537,not_reported,not_reported
1043,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,DMF,21.2863441371028,1680.74799243161,perera_suzuki_miyaura_2018,1043,PERERA_SM_1043,PERERA_SM_1c_2a,main_matrix,False,Xantphos,Xantphos,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,21.2863441371028,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1680.74799243161,not_reported,not_reported
1044,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,Et3N,2.5,DMF,24.9719287531734,21038.259701388462,perera_suzuki_miyaura_2018,1044,PERERA_SM_1044,PERERA_SM_1c_2a,main_matrix,False,None,NULL_COMPONENT,True,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,24.9719287531734,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,21038.259701388462,not_reported,not_reported
